Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XLC,XLRE
10/26/2018,47.38309097,54.74861145,23.46832275,64.8677597,65.46044922,49.02956772,47.72733688,82.14420319,99.74279022,43.26812363,28.11643028
10/29/2018,47.27129364,53.72742081,23.67271996,63.78821564,64.35487366,49.59427261,48.39804459,82.35093689,98.86507416,42.59872818,28.5808754
10/30/2018,48.35199738,54.97095871,24.08151245,65.1024704,65.07590485,50.57795334,48.5858345,83.23422241,100.3504639,43.76288605,29.05423927
10/31/2018,49.01346588,55.30861282,24.41597748,65.59999847,66.62372589,50.10433578,48.01350021,83.34695435,101.6429138,44.66512299,28.6612606
11/01/2018,50.39227676,55.77801514,24.52746391,66.75466156,67.4024353,50.45955276,47.79887772,84.39938354,103.7166824,44.92706299,28.76843452
11/02/2018,50.27117157,55.63801956,24.50888443,66.64200592,66.0853653,50.19541931,47.53059387,83.8731842,104.1410904,44.47109604,28.52728271
11/05/2018,50.42023087,56.56862259,24.89909172,66.98934174,66.01803589,50.82387924,48.20129776,84.61549377,104.2857742,44.28677368,29.00065804
11/06/2018,51.24938965,56.83213425,25.02916145,67.69341278,66.43144989,51.13356018,48.52323914,85.04772949,104.7487488,44.54870224,29.16142654
11/07/2018,52.1717186,57.76274109,25.35433769,68.79176331,68.38305664,51.42502213,49.07769394,87.54720306,107.5844727,45.36361694,29.48295784
11/08/2018,51.9481163,56.51095963,25.42866325,68.67910767,68.32537842,51.4523468,48.9971962,87.59416962,107.6134186,44.93675995,29.54548073
11/09/2018,51.22144318,56.41213989,25.19639778,67.98442841,67.14286804,51.75292587,49.06874084,87.34046936,106.1183777,44.01512909,29.58119965
11/12/2018,50.46681213,55.24272919,24.69469833,66.64200592,64.77786255,51.47967148,49.04191208,86.1565094,103.9867554,43.3554306,29.64372826
11/13/2018,50.31774521,53.97446823,24.83405876,66.94242096,64.85478973,51.36126328,49.24759293,85.55516052,103.9385452,43.21961975,29.70624542
11/14/2018,50.26185608,53.88389206,24.49959373,66.71710968,64.07607269,51.01515198,48.73786545,84.86919403,103.1572495,43.43304825,29.69731522
11/15/2018,50.95126343,54.67448425,24.86193466,67.59955597,65.68157196,50.93318176,48.33543777,85.62094116,103.0029373,43.7531929,29.46509171
11/16/2018,51.46366119,55.32506943,24.88980484,67.58076477,65.57582092,51.06069565,49.07769394,86.48539734,102.5978394,43.53976059,29.88487434
11/19/2018,50.72766876,55.30861282,24.88051224,66.5105896,63.07621765,50.9787178,49.29231262,85.38601685,100.0900192,42.22037888,29.96526146
11/20/2018,49.80535889,53.49682999,24.33236313,65.13061523,61.72068787,50.13166428,49.08662796,84.58731079,97.82336426,41.66739655,29.57227325
11/21/2018,50.20594788,54.33683777,24.3509407,65.59062195,62.17253494,49.73089218,48.36226273,84.10809326,98.84576416,42.16215897,29.55440903
11/23/2018,49.66560745,52.63211441,24.15583801,65.45918274,61.60531616,49.90395355,48.38909531,84.23023987,98.40209961,41.60918045,29.4472332
11/26/2018,50.23389435,53.42271423,24.64824867,65.93795776,62.99931717,49.9677124,48.67526245,85.04772949,100.6108856,42.55992126,29.50974846
11/27/2018,49.61901855,53.27447128,24.66682625,65.82530975,63.12429047,50.41399765,49.04191208,85.93100739,100.9098892,42.69574738,29.67051506
11/28/2018,50.38296127,54.18860245,25.1406498,67.40240479,65.33548737,50.83298874,49.00614929,87.99824524,103.8902969,43.58827209,29.9116745
11/29/2018,50.74630356,54.54271698,24.92696381,67.43995667,64.70094299,50.91496277,48.98825836,88.28952789,103.4080429,43.73379898,29.94739342
11/30/2018,50.87673569,54.4438858,25.05703545,68.09707642,65.31626892,51.24285889,49.71261978,90.08425903,104.1603699,43.66588211,30.23320389
12/03/2018,51.77110291,55.65448761,25.21497345,68.88562012,66.75831604,51.28840256,50.21341324,89.65203094,106.1087341,43.73379898,30.37610435
12/04/2018,50.23389435,54.05682755,24.11867523,65.95671844,64.22988892,50.42312622,50.24918365,87.65055084,102.2891846,42.44350052,29.97419357
12/06/2018,49.55381012,53.06034851,23.78421211,65.59062195,64.37410736,50.47776031,50.302845,87.32168579,102.7810898,42.91886902,30.79588699
12/07/2018,48.36130524,52.76387787,23.32896805,63.86331177,62.10522461,49.84019852,50.49063873,85.0947113,99.70420837,42.10396576,30.33145142
12/10/2018,48.49174118,51.94034576,23.00378799,64.02291107,62.96086121,49.84019852,50.58900833,85.42360687,99.78137207,42.42410278,30.21534538
12/11/2018,48.33337021,51.95681763,22.7808075,63.64740372,63.03777313,50.25006485,50.79469299,85.68670654,99.81995392,42.46290588,30.26893425
12/12/2018,48.75260544,52.16270065,22.91088676,64.0041275,63.5280838,50.18630981,50.47274399,86.4196167,100.8713074,42.91886902,29.69731522
12/13/2018,48.18430328,52.32741165,22.74365044,63.82574844,63.63382721,50.49598312,50.91095352,86.50419617,100.3697357,42.7248497,29.90273857
12/14/2018,47.81165314,51.13328552,22.52067375,62.94332504,62.07640076,49.63980865,50.81257629,83.59128571,98.70111847,42.30768967,29.84915161
12/17/2018,46.9917984,50.20269394,22.29769897,61.91069412,60.75930023,48.49217606,49.17605972,81.92810059,96.19329834,41.48306656,28.73270798
12/18/2018,47.25266266,49.01680374,22.2140789,62.2204895,61.23999023,47.91836166,48.8451767,81.21395874,96.94563293,41.66739655,29.01852036
12/19/2018,46.60983658,48.44031906,21.93535995,61.04705429,60.02865219,47.45383835,48.7646904,80.15214539,95.02619934,40.7748642,28.75057602
12/20/2018,45.98563385,47.09796143,21.74025536,59.92993927,58.9519043,46.60677719,48.73786545,79.02457428,92.89459991,40.05696487,28.40224266
